Taxon id;Global sorteringsordning;Vetenskapligt namn;Svenskt namn;Kategori;Observationer;Landskapstyp;RedListCategory;Rödlistningskriterium
250187;13552;Achalcus bimaculatus;;Art;6;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;NT;B1ab(ii,iii)+2ab(ii,iii)
239927;13568;Argyra loewi;;Art;4;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;B2ac(iv)
100761;13596;Cryptophlebs kerteszi;pustastyltfluga;Art;1;Jordbrukslandskap (J) - Stor betydelse;EN;B1ab(iii)c(iv)+2ab(iii)c(iv)
239982;13619;Dolichopus calinotus;;Art;10;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(iv)c(iv)
240028;13656;Dolichopus nigripes;;Art;11;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;B2ab(iv)c(iv)
240066;13710;Gymnopternus blankaartensis;;Art;11;Våtmark (V) - Stor betydelse;NT;B2ab(ii,iv)
240074;13720;Hercostomus chetifer;;Art;15;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;NT;B1a+2a
240235;13747;Tachytrechus consobrinus;;Art;34;Våtmark (V) - Stor betydelse;NT;B2ac(iv)
240240;13753;Tachytrechus ripicola;;Art;0;Havsstrand (H) - Stor betydelse;NT;B1ac(iv)+2ac(iv)
240089;13765;Hydrophorus callosoma;;Art;3;Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;NT;B1ac(iv)+2ac(iv)
240100;13771;Hydrophorus norvegicus;;Art;14;Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;NT;B1ac(iv)+2ac(iv)
240247;13794;Thinophilus flavipalpis;;Art;51;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;B2ab(ii,iii,iv)
101876;13799;Systenus leucurus;vitstjärtad mulmstyltfluga;Art;98;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2ab(iii)
101878;13801;Systenus scholtzi;rödhornad mulmstyltfluga;Art;54;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(iii)
232160;13802;Systenus tener;;Art;17;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;B2ab(ii,iii,iv)c(iv)
240149;13862;Medetera tenuicauda;;Art;17;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;NT;B1ab(iii,v)+2ab(iii,v)
101389;13890;Neurigona abdominalis;gulbakig trädstyltfluga;Art;70;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2ab(iii)
101390;13891;Neurigona erichsoni;blankgul trädstyltfluga;Art;46;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
240168;13911;Rhaphium basale;;Art;34;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;VU;B2ab(iii)c(iv)
240200;13944;Sciapus basilicus;;Art;25;Jordbrukslandskap (J) - Stor betydelse;NT;B2b(iii)c(iv)
240205;13949;Sciapus maritimus;;Art;20;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ab(ii,iii)
240220;13988;Syntormon filiger;;Art;1;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;B2ac(iv)
240222;13990;Syntormon fuscipes;;Art;15;Skog (S) - Stor betydelse;EN;B2ab(iii,iv)c(iv)
240230;14002;Syntormon subinermis;;Art;4;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;EN;B2ab(iii,iv)c(iv)
101083;14520;Hormopeza obliterata;rökdansfluga;Art;196;Skog (S) - Stor betydelse;NT;B2c(ii,iv)
232161;14521;Hormopeza copulifera;;Art;3;Skog (S) - Stor betydelse;VU;B1ab(ii,iii)c(ii,iv)+2ab(ii,iii)c(ii,iv)
240473;14588;Hirtodrosophila lundstroemi;;Art;22;Skog (S) - Stor betydelse;NT;B2ab(iii)
240474;14589;Hirtodrosophila oldenbergi;;Art;19;Skog (S) - Stor betydelse;NT;B2ab(iii)
6028408;14601;Scaptodrosophila abdita;;Art;21;Skog (S) - Stor betydelse;NT;B2ab(iii)
100258;14619;Amiota flavopruinosa;gulpudrad savdaggfluga;Art;12;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
240437;14620;Amiota rufescens;;Art;88;Skog (S) - Stor betydelse;NT;B2b(iii)
240438;14621;Amiota subtusradiata;;Art;14;Skog (S) - Stor betydelse;NT;B2b(iii)
243671;16060;Gimnomera cuneiventris;;Art;9;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Fjäll (F) - Har betydelse;VU;B2ab(ii,iii,iv,v)c(iv)
243773;16146;Scathophaga scybalaria;;Art;36;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;VU;B2ab(i,iii)
101699;16190;Rainieria calceata;tvärbandvingad skridfluga;Art;18;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;B2ab(ii,iii,iv,v)c(iv)
244060;16240;Protocalliphora rognesi;backsvalespyfluga;Art;6;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;NT;A2bc
243949;16335;Miltogramma ibericum;;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B1ab(iii)+2ab(iii)
249902;16345;Oebalia unistriata;;Art;2;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;VU;B2ab(iii)
243959;16347;Phrosinella nasuta;;Art;3;Urban miljö (U) - Stor betydelse;NT;B2ab(iii)
243961;16350;Pterella grisea;;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B1ab(iii)+2ab(iii)
244009;16358;Taxigramma heteroneura;;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(ii,iii,iv)
101504;17592;Clusia tigrina;fläckvingad träfluga;Art;113;Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
240417;17599;Clusiodes freyi;;Art;17;Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv)
101062;17607;Hendelia beckeri;stubbträfluga;Art;43;Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
240423;17609;Heteromeringia nigrimana;;Art;1;Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv)
101387;17614;Neoalticomerus formosus;savtickfluga;Art;22;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
240274;18144;Agathomyia zetterstedti;;Art;8;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;NT;B2ab(i,iv)
232162;18158;Microsania straeleni;;Art;47;Skog (S) - Stor betydelse;NT;B2c(ii,iii,iv)
240282;18159;Microsania vrydaghi;;Art;0;Skog (S) - Stor betydelse;VU;B1ab(iii)c(ii,iii,iv)+2ab(iii)c(ii,iii,iv)
240275;18162;Bolopus furcatus;;Art;81;Skog (S) - Stor betydelse;NT;B2ab(i,ii,iv)
241748;18186;Coelopa pilipes;;Art;26;Havsstrand (H) - Stor betydelse;VU;B2ac(ii,iv)
241752;18198;Pseudoneuroctena senilis;;Art;18;Skog (S) - Stor betydelse;NT;B2ab(iii)
101056;18202;Helcomyza ustulata;stor brunalgfluga;Art;55;Havsstrand (H) - Stor betydelse;CR;B2ab(i,ii,iii,iv)c(iv)
101797;18692;Xylomya czekanovskii;karelsk barkfluga;Art;103;Skog (S) - Stor betydelse;EN;B2ab(iii,iv)c(iv)
101999;18693;Xylomya maculata;gulbrokig barkfluga;Art;41;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(iii)
236260;18701;Beris fuscipes;;Art;58;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;NT;B2ab(i,ii,iii)
236262;18703;Beris vallata;;Art;128;Skog (S) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;B1ab(i,ii,iv,v)+2ab(i,ii,iv,v)
100665;18714;Clitellaria ephippium;myrvapenfluga;Art;86;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ac(iv)
100941;18716;Eupachygaster tarsalis;långryggad barkvapenfluga;Art;75;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2a
101483;18744;Oxycera fallenii;strömvapenfluga;Art;15;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;VU;D2
101486;18746;Oxycera meigenii;snedfläckig strömvapenfluga;Art;4;Jordbrukslandskap (J) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;"B1ab(iii)+2ab(iii); D2"
101484;18748;Oxycera nigricornis;mindre strömvapenfluga;Art;36;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;B2ab(iii)
102083;18749;Oxycera pardalina;källvapenfluga;Art;11;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;D2
102084;18750;Oxycera pygmaea;svartryggig strömvapenfluga;Art;177;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;B2ab(ii,iii,iv)
102085;18752;Oxycera trilineata;brokig strömvapenfluga;Art;105;Havsstrand (H) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ab(i,ii,iii,iv,v)
102086;18763;Stratiomys chamaeleon;gulbukig jättevapenfluga;Art;173;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ab(ii,iii,iv,v)
102087;18764;Stratiomys longicornis;svart jättevapenfluga;Art;40;Havsstrand (H) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Brackvatten (B) - Har betydelse, Jordbrukslandskap (J) - Har betydelse;EN;B1ab(i,iii,iv,v)c(iv)+2ab(i,iii,iv,v)c(iv)
100525;18775;Callicera aenea;ljus bronsblomfluga;Art;46;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2b(iii)
102557;18776;Callicera aurata;mörk bronsblomfluga;Art;109;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2b(iii)
100573;18779;Ceriana conopsoides;griffelblomfluga;Art;174;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2b(i,iii)
102551;18781;Sphiximorpha subsessillis;stekellik savblomfluga;Art;1;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;B2ac(iv)
102526;18784;Brachyopa cinerea;arktisk savblomfluga;Art;5;Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse, Våtmark (V) - Har betydelse;VU;B2ab(iii)c(iv)
102527;18785;Brachyopa panzeri;boksavblomfluga;Art;26;Skog (S) - Stor betydelse;NT;B2b(iii)c(iv)
102528;18786;Brachyopa vittata;större savblomfluga;Art;18;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;B2ab(iii)
101362;18814;Myolepta dubia;mindre parkblomfluga;Art;86;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse, Våtmark (V) - Har betydelse;VU;B2ab(iii)
200667;18817;Neoascia annexa;lång dvärgblomfluga;Art;16;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;B1ab(iii)+2ab(iii)
102544;18825;Orthonevra elegans;elegant glansblomfluga;Art;11;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;B2ab(iii,v)
100394;18848;Arctophila bombiformis;bandad björnblomfluga;Art;20;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;CR;B2ab(iii,iv,v)c(iv)
102539;18857;Eristalis gomojunovae;polarslamfluga;Art;14;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Fjäll (F) - Har betydelse, Skog (S) - Har betydelse;EN;B2b(iii,iv)c(iv)
101263;18884;Mallota cimbiciformis;svart hålblomfluga;Art;46;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;VU;B2ab(iii)
101264;18886;Mallota megilliformis;gul hålblomfluga;Art;31;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;B2ab(i,ii,iii,iv)
102540;18901;Eumerus grandis;praktmånblomfluga;Art;104;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;B2ab(iii,v)c(iv)
102541;18902;Eumerus ruficornis;rödhornig månblomfluga;Art;52;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;B1ab(iii)c(iv)+2ab(iii)c(iv)
102547;18913;Psilota atra;tallsotblomfluga;Art;26;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(iii,iv,v)
200715;18944;Pipizella certa;rund rotlusblomfluga;Art;1;Jordbrukslandskap (J) - Stor betydelse;NT;B2ab(iii,iv)
200717;18947;Pipizella virens;kort rotlusblomfluga;Art;11;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;B2ab(iii)
102532;19016;Pelecocera lusitanica;dynöronblomfluga;Art;28;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(iii)c(iv)
200443;19034;Blera eoa;svart stubblomfluga;Art;1;Skog (S) - Stor betydelse;EN;B1ab(iii)c(iv)+2ab(iii)c(iv)
6009361;19041;Brachypalpus valgus;större mulmblomfluga;Art;12;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;B2ab(iii)
200457;19043;Caliprobola speciosa;praktblomfluga;Art;1;Skog (S) - Stor betydelse;EN;B1ac(iv)+2ac(iv)
102529;19045;Chalcosyrphus jacobsoni;nordlig mulmblomfluga;Art;9;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;VU;B2ab(i,ii,iii,iv,v)
102530;19046;Chalcosyrphus nigripes;svart mulmblomfluga;Art;6;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;B2ab(iii,iv,v)
100504;19054;Criorhina floccosa;ullhårig pälsblomfluga;Art;69;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(ii,iii,iv)c(iv)
6009362;19055;Criorhina pachymera;tjockbent pälsblomfluga;Art;16;Skog (S) - Stor betydelse;VU;B2ab(iii)
101605;19062;Pocota personata;jordhumlefluga;Art;151;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii)
101807;19066;Sphecomyia vespiformis;tajgablomfluga;Art;20;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;VU;B2ab(iii,iv,v)
102552;19074;Temnostoma meridionale;boktigerfluga;Art;97;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2b(i,iii)
234641;19077;Temnostoma carens;tajgatigerfluga;Art;9;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;NT;B2ab(iii,iv,v)
234642;19078;Temnostoma sericomyiaeforme;bälttigerfluga;Art;33;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ab(iii,iv,v)
102554;19084;Xylota abiens;bokvedblomfluga;Art;51;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;NT;B2ab(iii,iv,v)
102555;19085;Xylota suecica;svart vedblomfluga;Art;9;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;B2ab(iii)
102556;19086;Xylota xanthocnema;alléblomfluga;Art;13;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;VU;B1ab(iii,iv,v)+2ab(iii,iv,v)
200830;19095;Xylota triangularis;granvedblomfluga;Art;10;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;NT;B2ab(iii)
200662;19101;Microdon devius;tuvmyreblomfluga;Art;7;Jordbrukslandskap (J) - Stor betydelse;NT;B2ab(iii,v)
102533;19116;Chrysotoxum elegans;praktgetingfluga;Art;42;Jordbrukslandskap (J) - Stor betydelse;EN;B1b(iii,v)c(iv)+2b(iii,v)c(iv)
102534;19120;Chrysotoxum octomaculatum;åttafläckig getingfluga;Art;74;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Skog (S) - Har betydelse;EN;B2ab(i,ii,iii,iv,v)c(iv)
102546;19182;Paragus punctulatus;bergstäppblomfluga;Art;19;Fjäll (F) - Stor betydelse, Skog (S) - Har betydelse;NT;B2ab(ii,iii)
200684;19184;Paragus constrictus;dynstäppblomfluga;Art;38;Jordbrukslandskap (J) - Stor betydelse;VU;B2ab(ii,iii)
100861;19208;Doros profuges;kronblomfluga;Art;109;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;B2b(i,ii,iii)
100643;19497;Chrysopilus asiliformis;gulbent gullhårssnäppfluga;Art;14;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;VU;B1ac(iv)+2ac(iv)
100644;19498;Chrysopilus erythrophthalmus;långnosad gullhårssnäppfluga;Art;7;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;VU;B2ac(iv)
100645;19499;Chrysopilus laetus;gul gullhårssnäppfluga;Art;5;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(iii,iv,v)
239432;19502;Chrysopilus nubecula;;Art;97;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ab(iii,iv,v)
239456;19535;Chrysops rufipes;;Art;39;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2b(i,ii,iii,iv,v)
102080;19539;Haematopota bigoti;Bigots regnbroms;Art;6;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;EN;B1ab(ii,iii,iv,v)c(iv)+2ab(ii,iii,iv,v)c(iv)
102082;19541;Haematopota subcylindrica;blekvingad regnbroms;Art;14;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;VU;B2ab(ii,iii,iv,v)
102076;19556;Hybomitra expollicata;saltfäbroms;Art;11;Jordbrukslandskap (J) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse;VU;B2ab(iii,iv)c(iv)
102077;19571;Tabanus autumnalis;höstbroms;Art;106;Jordbrukslandskap (J) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;B2ab(ii,iii,iv,v)c(iv)
102078;19572;Tabanus glaucopis;blankpannad kalögonbroms;Art;47;Jordbrukslandskap (J) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;VU;B2b(ii,iii)c(iv)
241027;19673;Palloptera bimaculata;;Art;4;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(ii,iii,iv)
241090;19745;Actinoptera discoidea;;Art;126;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B1b(iii)+2b(iii)
241098;19755;Campiglossa irrorata;;Art;6;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2ab(iii,iv)
241109;19772;Cornutrypeta superciliata;;Art;9;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;NT;B2ab(iii)
241112;19778;Dithryca guttularis;;Art;65;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii)
241122;19798;Orellia scorzonerae;;Art;84;Jordbrukslandskap (J) - Stor betydelse;NT;B2ab(iii)
241125;19802;Oxyna nebulosa;;Art;58;Jordbrukslandskap (J) - Stor betydelse;VU;B2ab(iii)
241128;19807;Platyparea discoidea;;Art;61;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ab(iii)
241137;19823;Tephritis arnicae;;Art;143;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(iii)
241150;19838;Terellia plagiata;;Art;46;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iv)
241161;19852;Urophora aprica;;Art;2;Jordbrukslandskap (J) - Stor betydelse;VU;B2ab(iii,iv)
102001;19907;Xylophagus kowarzi;urskogsvedfluga;Art;94;Skog (S) - Stor betydelse;NT;B2ab(ii,iii)
102002;19908;Xylophagus inermis;nordvedfluga;Art;32;Skog (S) - Stor betydelse;EN;B2ab(ii,iii,iv)
100678;19914;Coenomyia ferruginea;stinkfluga;Art;29;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;B2ab(i,ii,iv)c(iv)
102067;19939;Bibio fulvicollis;svartbent hårmygga;Art;21;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;B2ab(i,ii,iii,iv,v)
102069;19953;Bibio venosus;smalbent hårmygga;Art;7;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;NT;B1ac(iv)+2ac(iv)
101497;21583;Pachyneura fasciata;urskogsmygga;Art;13;Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv)
102065;21702;Ptychoptera longicauda;slank glansmygga;Art;12;Skog (S) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;B2a
102075;21710;Hyperoscelis eximia;reliktmygga;Art;11;Skog (S) - Stor betydelse;NT;B1ab(iii)+2ab(iii)
250143;22983;Symmerus nobilis;;Art;14;Skog (S) - Stor betydelse;NT;B2ab(iii)
101152;22988;Keroplatus tipuloides;getinglik svampmygga;Art;100;Skog (S) - Stor betydelse;NT;B2ab(iii)
232182;22994;Rocetelion humerale;;Art;21;Skog (S) - Stor betydelse;NT;B2ab(iii)c(iii)
232165;23000;Asindulum nigrum;;Art;30;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;VU;B2ac(iv)
232170;23007;Macrorrhyncha rostrata;;Art;7;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;NT;B2ab(iii)
232183;23033;Rutylapa ruficornis;;Art;8;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B2ac(iv)
232185;23036;Urytalpa trivittata;;Art;2;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;VU;B2ab(ii,iii,iv)c(iv)
249413;23037;Urytalpa atriceps;;Art;1;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;NT;B1ac(iv)
102062;24710;Pedicia littoralis;brun hårögonharkrank;Art;12;Sötvatten (L) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;VU;D2
232163;24727;Ctenophora ornata;;Art;23;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;VU;D2
102023;24730;Ctenophora guttata;gulprickig vedharkrank;Art;67;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ab(ii,iii,v)
102024;24731;Ctenophora nigriceps;gulfläckig vedharkrank;Art;6;Skog (S) - Stor betydelse;NT;B2ab(iv)
102027;24749;Nephrotoma croceiventris;mörk strimharkrank;Art;7;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;VU;B1ab(ii,iii)+2ab(ii,iii)
102028;24756;Nephrotoma lundbecki;;Art;2;Fjäll (F) - Stor betydelse, Sötvatten (L) - Har betydelse, Våtmark (V) - Har betydelse;VU;B1ab(ii,iii)+2ab(ii,iii)
102029;24762;Nephrotoma quadristriata;dynstrimharkrank;Art;19;Havsstrand (H) - Stor betydelse, Skog (S) - Har betydelse, Sötvatten (L) - Har betydelse, Våtmark (V) - Har betydelse;VU;B2ab(i,iii)c(iv)
102025;24774;Phoroctenia vittata;svartstrimmad vedharkrank;Art;6;Skog (S) - Stor betydelse;NT;B2ab(iii)
102057;24803;Tipula flavolineata;ljusstrimmig långhornsharkrank;Art;84;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Sötvatten (L) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;NT;B2b(ii)
102059;24805;Tipula obscuriventris;stor bäckharkrank;Art;4;Sötvatten (L) - Stor betydelse, Fjäll (F) - Har betydelse, Våtmark (V) - Har betydelse;NT;B2a
102049;24830;Tipula siebkei;;Art;26;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(ii)
102058;24835;Tipula autumnalis;stumpvingeharkrank;Art;8;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Sötvatten (L) - Har betydelse, Våtmark (V) - Har betydelse;EN;B1ab(ii,iii)c(iv)+2ab(ii,iii)c(iv)
102051;24846;Tipula kaisilai;;Art;2;Skog (S) - Stor betydelse, Fjäll (F) - Har betydelse, Sötvatten (L) - Har betydelse;NT;B2ab(iii)
102036;24886;Tipula zonaria;mindre ringhornsharkrank;Art;7;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;VU;B2ab(ii,iii)
225948;24982;Baetis liebenauae;;Art;110;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;NT;B2ab(iii)
102882;25000;Cloeon schoenemundi;;Art;4;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;VU;D2
100502;25010;Brachycercus harrisella;hornslamslända;Art;42;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;VU;B2ab(iii)
102881;25015;Caenis macrura;;Art;9;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;NT;B2a
102883;25029;Ephemera glaucops;;Art;53;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;NT;B2a
225979;25035;Electrogena affinis;;Art;3;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;VU;B2ab(iii)
