Taxon id;Global sorteringsordning;Vetenskapligt namn;Svenskt namn;Kategori;Observationer;Landskapstyp;RedListCategory;Rödlistningskriterium
224199;105721;Galium spurium subsp. vaillantii;småsnärjmåra;Underart;5673;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2b
673;105723;Galium suecicum;backmåra;Art;2041;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;"A2bc; B2ab(ii,iii,v)"
674;105731;Galium triflorum;myskmåra;Art;1827;Skog (S) - Stor betydelse;NT;B2ab(iii,v)
1491;105751;Sherardia arvensis;åkermadd;Art;2414;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(ii,iii,iv,v)
288;105756;Centaurium erythraea;bredarun;Art;4074;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse;NT;B2ab(i,ii,iii,iv,v)
287;105757;Centaurium erythraea var. capitatum;huvudarun;Varietet;205;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse;EN;D
224190;105758;Centaurium erythraea var. erythraea;flockarun;Varietet;2339;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2ab(i,ii,iii,iv,v)
1885;105773;Gentiana pneumonanthe;klockgentiana;Art;9440;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;A2bc
694;105774;Gentiana purpurea;baggsöta;Art;87;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse;CR;D
696;105782;Gentianella aurea;blekgentiana;Art;262;Fjäll (F) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;D1+2
264685;105783;Gentianella campestris;bredgentiana;Art;25612;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;A2ab
1713;105784;Gentianella campestris subsp. baltica;kustgentiana;Underart;1242;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(ii,iii,iv,v)
221447;105785;Gentianella campestris subsp. campestris;fältgentiana;Underart;21748;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;A2abc
109;105862;Asperugo procumbens;paddfot;Art;4337;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse;NT;"A2b; B2ab(iii,v)"
219848;105868;Buglossoides arvensis;sminkrot;Art;6562;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2b
981;105869;Buglossoides arvensis var. arvensis;vit sminkrot;Varietet;3149;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2bc
982;105870;Buglossoides arvensis var. coerulescens;blå sminkrot;Varietet;488;Jordbrukslandskap (J) - Stor betydelse;VU;D2
1889;105905;Lappula deflexa;stickelfrö;Art;940;Skog (S) - Stor betydelse;NT;B2a
914;105907;Lappula squarrosa;piggfrö;Art;1964;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;B2ab(i,ii,iii,iv,v)
1039;105911;Mertensia maritima;ostronört;Art;978;Havsstrand (H) - Stor betydelse;CR;C2a(i)
1330;105964;Pulmonaria angustifolia;smalbladig lungört;Art;2550;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(i,ii,iii,v)
1331;105968;Pulmonaria officinalis;fläcklungört;Art;893;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;C1
490;106017;Cuscuta epithymum;ljungsnärja;Art;3036;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(ii,iii,v)
223438;106067;Hyoscyamus niger;bolmört;Art;5451;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2bc+4abc
220785;106181;Fraxinus excelsior;ask;Art;145877;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;A3e+4ce
777;106283;Hippuris tetraphylla;ishavshästsvans;Art;272;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse;CR;B1ab(ii,iii,v)+2ab(ii,iii,v)
902;106290;Kickxia elatine;spjutsporre;Art;1117;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii,iv,v)
1060;106335;Misopates orontium;kalvnos;Art;1120;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2a
1901;106371;Plantago tenuiflora;dvärgkämpar;Art;1027;Jordbrukslandskap (J) - Stor betydelse;NT;B1ab(iv)+2ab(iv)
1654;106408;Veronica montana;skogsveronika;Art;1335;Skog (S) - Stor betydelse;NT;"A2b; B2ab(ii,iii,v)"
1655;106415;Veronica praecox;alvarveronika;Art;969;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(ii,iii,iv,v)
221903;106426;Veronica spicata;axveronika;Art;12388;Jordbrukslandskap (J) - Stor betydelse;NT;A2b
1656;106429;Veronica triphyllos;klibbveronika;Art;2495;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;"A2b; B2ab(ii,iii,iv,v)"
221816;106472;Scrophularia umbrosa;strandflenört;Art;66;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;CR;D
1651;106482;Verbascum densiflorum;ölandskungsljus;Art;930;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;"B2ab(iii,v); C2a(i)"
1652;106484;Verbascum lychnitis;grenigt kungsljus;Art;2367;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(ii,iii,v)
17;106621;Ajuga genevensis;kritsuga;Art;442;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;CR;B1ab(i,iii,v)+2ab(i,iii,v)
1524;106635;Betonica officinalis;humlesuga;Art;819;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)
564;106652;Dracocephalum ruyschiana;drakblomma;Art;1438;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(i,ii,iii,v)
565;106653;Dracocephalum thymiflorum;rysk drakblomma;Art;539;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)
669;106657;Galeopsis angustifolia;kalkdån;Art;717;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,ii,iii,iv,v)
221647;106660;Galeopsis ladanum;mjukdån;Art;4235;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;"A2b+4abc; C1+2a(i)"
942;106704;Leonurus cardiaca;hjärtstilla;Art;5938;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;C1+2a(i)
1038;106723;Mentha × gracilis;ädelmynta;Art;2143;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii,v)
1019;106752;Marrubium vulgare;kransborre;Art;1403;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;"B2ab(ii,iii,v); C2a(i)"
1082;106762;Nepeta cataria;kattmynta;Art;1991;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;"B2ab(i,ii,iii,v); C2a(i)"
221784;106801;Prunella laciniata;flikbrunört;Art;106;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;D
1432;106821;Salvia pratensis;ängssalvia;Art;727;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;"C1; D1"
1433;106829;Salvia verticillata;kranssalvia;Art;827;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(iii,v)
1473;106839;Scutellaria minor;småfrossört;Art;258;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Våtmark (V) - Har betydelse;EN;B1ab(iii)
1523;106851;Stachys arvensis;åkersyska;Art;2601;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,ii,iii,iv)
1562;106878;Thymus pulegioides;stortimjan;Art;4676;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;A2b
221849;106881;Thymus serpyllum;backtimjan;Art;28806;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A4abc
626;106931;Euphrasia micrantha;ljungögontröst;Art;5434;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;"A2b; B2ab(ii,iii,iv,v)"
221638;106933;Euphrasia officinalis;läkeögontröst;Art;5107;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii,iv,v)
627;106935;Euphrasia officinalis subsp. officinalis;finnögontröst;Underart;3552;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii,iv,v)
629;106936;Euphrasia officinalis subsp. pratensis;stor ögontröst;Underart;1080;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;B2ab(i,ii,iii,iv,v)
630;106941;Euphrasia salisburgensis subsp. schoenicola;brun ögontröst;Underart;520;Våtmark (V) - Stor betydelse;NT;B1a+2a
632;106947;Euphrasia stricta var. suecica;svensk ögontröst;Varietet;790;Jordbrukslandskap (J) - Stor betydelse;EN;B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)
1897;106973;Melampyrum cristatum;korskovall;Art;8023;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2b
221735;106985;Odontites vernus;åkerrödtoppa;Art;3510;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2b
1124;106990;Orobanche alba;timjansnyltrot;Art;993;Jordbrukslandskap (J) - Stor betydelse;NT;B2ab(iii,v)
1125;106996;Orobanche elatior;klintsnyltrot;Art;1204;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(i,ii,iii,iv,v)c(iv)
1128;107003;Orobanche purpurea;röllikesnyltrot;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;CR;"C2a(i); D"
1129;107005;Orobanche reticulata;tistelsnyltrot;Art;967;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;EN;B2ab(iii,iv,v)
1174;107021;Pedicularis sylvatica;granspira;Art;9665;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;NT;"A2bc; B2ab(ii,iii,v)"
1373;107028;Rhinanthus angustifolius subsp. apterus;åkerskallra;Underart;284;Jordbrukslandskap (J) - Stor betydelse;EN;"B2ab(i,ii,iii,iv,v)c(iv); D"
249008;107036;Rhinanthus osiliensis;öselskallra;Art;235;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;"B1a+2a; D2"
872;107046;Ilex aquifolium;järnek;Art;1616;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;D
245;107064;Campanula cervicaria;skogsklocka;Art;13607;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;A2b
246;107091;Campanula rapunculus;rapunkelklocka;Art;556;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;D1
1854;107217;Antennaria alpina subsp. porsildii;grönkattfot;Underart;301;Fjäll (F) - Stor betydelse;NT;B2a
1855;107224;Anthemis arvensis;åkerkulla;Art;12206;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2bc
60;107228;Anthemis cotula;kamomillkulla;Art;896;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;"A2b; B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)"
1861;107256;Arnica angustifolia;fjällarnika;Art;495;Fjäll (F) - Stor betydelse;NT;B2a
219955;107262;Arnica montana;slåttergubbe;Art;34350;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;A2bc+4bc
89;107264;Arnoseris minima;klubbfibbla;Art;1279;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii,iv,v)c(iv)
6011214;107293;Artemisia tanacetifolia;brantmalört;Art;37;Skog (S) - Stor betydelse;VU;D2
1865;107348;Carduus acanthoides;piggtistel;Art;2572;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;"B2ab(ii,iii,v); C2a(i)"
264742;107415;Centaurea phrygia;ängsklint;Art;596;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;B2ab(ii,iii,v)
286;107416;Centaurea phrygia subsp. phrygia;finnklint;Underart;371;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;B2ab(ii,iii,v)
220079;107470;Cirsium acaule;jordtistel;Art;11520;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2bc
220103;107549;Crepis praemorsa;klasefibbla;Art;10520;Jordbrukslandskap (J) - Stor betydelse;NT;A2bc+4abc
220107;107556;Crepis tectorum;klofibbla;Art;13429;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;A2b
762;107741;Helichrysum arenarium;hedblomster;Art;6916;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;A2b
231480;107806;Hieracium acidotum;norsk fetfibbla;Art;379;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
231481;107807;Hieracium acrogymnon;brunspetsad fibbla;Art;49;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
231484;107808;Hieracium acudentulum;palmérfibbla;Art;50;Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231494;107810;Hieracium albiduliforme;ågelsjöfibbla;Art;32;Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231495;107811;Hieracium albidulum;blek tallfibbla;Art;148;Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
231502;107813;Hieracium ambigosum;tvekfibbla;Art;9;Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D"
231518;107817;Hieracium anisotomum;puderfibbla;Art;13;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
231521;107818;Hieracium apicum;spetsfibbla;Art;16;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
231523;107819;Hieracium aquiliceps;örnfibbla;Art;40;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
231526;107820;Hieracium arcuaticuneatum;svängfibbla;Art;7;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
251276;107821;Hieracium argentarium;silverfibbla;Art;15;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231207;107823;Hieracium arrosiforme;gnagfibbla;Art;73;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;"B2a; D1"
231530;107824;Hieracium arrosum;;Art;15;Urban miljö (U) - Stor betydelse;NT;D1
231531;107825;Hieracium asemum;värmlandsfibbla;Art;39;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
251277;107826;Hieracium askii;flikig tallfibbla;Art;47;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(i,ii,iii,iv,v)
231548;107828;Hieracium bergstroemii;bergströmsfibbla;Art;19;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231550;107829;Hieracium bicurvum;kurvfibbla;Art;32;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
231569;107838;Hieracium calliglaucum;norsk hällfibbla;Art;57;Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231576;107839;Hieracium canitiosum;stoftfibbla;Art;180;Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231231;107840;Hieracium carnosiceps;norrgårdafibbla;Art;38;Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231585;107841;Hieracium centonale;lapptäckesfibbla;Art;6;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
231586;107842;Hieracium centrotum;björnbergsfibbla;Art;6;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
231599;107847;Hieracium cinereotectum;skäckfibbla;Art;75;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231602;107848;Hieracium coadunatum;vasstandad hällfibbla;Art;226;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
231607;107849;Hieracium compitale;hög tallfibbla;Art;27;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231631;107852;Hieracium dalecarlicum;dalkarlsfibbla;Art;76;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)
231634;107853;Hieracium dasytomum;esaufibbla;Art;41;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231658;107855;Hieracium dyringii;dyringfibbla;Art;12;Skog (S) - Stor betydelse;EN;D
231266;107856;Hieracium ebenarium;kappelshamnsfibbla;Art;26;Skog (S) - Stor betydelse;VU;D1
251297;107857;Hieracium emblae;emblafibbla;Art;9;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231267;107858;Hieracium epicrocifolium;skifferfibbla;Art;34;Skog (S) - Stor betydelse;VU;D1
231677;107860;Hieracium farinaceum;mjölfibbla;Art;41;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
231280;107861;Hieracium fraudulentum;smal blyfibbla;Art;52;Skog (S) - Stor betydelse;VU;D1
251462;107863;Hieracium gracilifrons;späd fetfibbla;Art;36;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
231284;107864;Hieracium grophosiceps;;Art;19;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
231285;107865;Hieracium grophosum;grov stenfibbla;Art;85;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B2a
231703;107866;Hieracium gymnocentrum;vass krattfibbla;Art;152;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
251307;107867;Hieracium hangvarense;gotländsk tallfibbla;Art;11;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v); D"
251308;107869;Hieracium helenae;helenafibbla;Art;3;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
231737;107871;Hieracium itharophyton;nickelfibbla;Art;47;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
231742;107872;Hieracium juelii;jueltallfibbla;Art;61;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
266283;107880;Hieracium luculentorum;edstafibbla;Art;11;Jordbrukslandskap (J) - Stor betydelse;VU;D1
231780;107881;Hieracium maculosiforme;norsk fläckfibbla;Art;7;Skog (S) - Stor betydelse;EN;D
231789;107883;Hieracium manocolum;armfibbla;Art;10;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;CR;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231790;107884;Hieracium manotrichum;klintefibbla;Art;36;Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231796;107885;Hieracium mediiforme;malmefibbla;Art;72;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231339;107886;Hieracium metaliceps;metallfibbla;Art;76;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;D1
231826;107889;Hieracium nigricanticeps;mörk krattfibbla;Art;70;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
231830;107890;Hieracium nigrofuscum;svartbrun fibbla;Art;14;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
251466;107892;Hieracium oligasterum;tvillingfibbla;Art;4;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
231864;107894;Hieracium opeatodontum;mångtandad hällfibbla;Art;164;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231874;107896;Hieracium pachycalamum;grovstjälkig fibbla;Art;11;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;CR;B1ab(ii,iii,iv,v)
231888;107897;Hieracium penduliforme;mörk slokfibbla;Art;56;Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
231910;107901;Hieracium placibile;möfibbla;Art;7;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;CR;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231920;107903;Hieracium plumuligerum;gunnarsnäsfibbla;Art;14;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); D"
231382;107904;Hieracium polyschistomorphum;slitsfibbla;Art;21;Skog (S) - Stor betydelse;CR;B2ab(ii,iii,iv,v)
251811;107909;Hieracium praviforme;uppsalafibbla;Art;25;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231937;107910;Hieracium pravifrons;buckelfibbla;Art;55;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231944;107912;Hieracium proversum;vimpelfibbla;Art;39;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231951;107914;Hieracium pseudolaeticeps;indalsfibbla;Art;30;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231401;107922;Hieracium ravusculum;tennfibbla;Art;190;Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
231982;107923;Hieracium ringsellei;ringsellefibbla;Art;31;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
231985;107924;Hieracium ruminosiforme;tjurfibbla;Art;49;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231986;107925;Hieracium ruminosum;tuggfibbla;Art;28;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231408;107927;Hieracium saurotoides;porfyrfibbla;Art;23;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;C2a(i)
232002;107930;Hieracium siliginellum;blek hällfibbla;Art;71;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
232003;107931;Hieracium siliginosum;;Art;18;Urban miljö (U) - Stor betydelse;VU;D1
232004;107932;Hieracium siljense;dalafibbla;Art;170;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
232008;107934;Hieracium solanum;gästrikefibbla;Art;21;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
232017;107935;Hieracium speculare;spegelfibbla;Art;18;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
232040;107941;Hieracium stymnophytum;stymnofibbla;Art;33;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
232041;107942;Hieracium subacuens;borgsjöfibbla;Art;27;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D"
232043;107943;Hieracium subchristianense;hårlös krattfibbla;Art;1;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); D"
231434;107945;Hieracium subedentulum;ellipsfibbla;Art;31;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;D1
232052;107946;Hieracium sublividum;mörkstiftig hällfibbla;Art;153;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231440;107948;Hieracium subnaevosum;fleringefibbla;Art;41;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;D
232056;107949;Hieracium subplumuligerum;marstrandsfibbla;Art;21;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv); D1"
232064;107950;Hieracium subulicuspis;narrtallfibbla;Art;35;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
232071;107951;Hieracium tanaodeirum;mörkhårig hällfibbla;Art;16;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231463;107953;Hieracium verniferum;jungfrufibbla;Art;27;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;D1
